Timestamp,Email Address,First Name,Last Name
placeholder,deloresherman@gmail.com,Delores,Herman,Year 8,In-Person,Early,EarlyLate,Early,,Late
placeholder,madalynnwells@gmail.com,Madalynn,Wells,Year 5,In-Person,Early,,,Early,
placeholder,manuelromero@gmail.com,Manuel,Romero,Year 8,In-Person,,Early,,Late,
placeholder,jonahholland@gmail.com,Jonah,Holland,Year 8,In-Person,Late,EarlyLate,,Early,
placeholder,alonzohardy@gmail.com,Alonzo,Hardy,Year 7,In-Person,Early,,Late,Late,Early
placeholder,jonahwashington@gmail.com,Jonah,Washington,Year 6,In-Person,Late,Late,,Early,Late
placeholder,santiagolawson@gmail.com,Santiago,Lawson,Year 8,In-Person,Late,Early,Early,Late,Late
placeholder,phoenixnichols@gmail.com,Phoenix,Nichols,Year 8,In-Person,Late,,Late,,Late
placeholder,javongallagher@gmail.com,Javon,Gallagher,Year 7,In-Person,Late,,,Early,Early
placeholder,jorgepage@gmail.com,Jorge,Page,Year 8,In-Person,Early,,Late,Early,Late
placeholder,marcusgarrett@gmail.com,Marcus,Garrett,Year 8,In-Person,,EarlyLate,Early,,
placeholder,princeyang@gmail.com,Prince,Yang,Year 8,In-Person,Early,EarlyLate,Late,EarlyLate,Early
placeholder,noahholloway@gmail.com,Noah,Holloway,Year 7,In-Person,Late,Late,Late,EarlyLate,Late
placeholder,helenamoore@gmail.com,Helena,Moore,Year 6,Online,,Late,Early,Late,Early
placeholder,judithcisneros@gmail.com,Judith,Cisneros,Year 5,In-Person,Late,Early,,Early,
placeholder,carsonoconnor@gmail.com,Carson,Oconnor,Year 5,In-Person,Early,Late,,Late,Early
placeholder,lindseypace@gmail.com,Lindsey,Pace,Year 8,In-Person,,Late,Early,Late,Early
placeholder,asheryu@gmail.com,Asher,Yu,Year 8,In-Person,Late,Early,,Late,Late
placeholder,niasantiago@gmail.com,Nia,Santiago,Year 6,In-Person,Early,,Late,,Late
placeholder,judewong@gmail.com,Jude,Wong,Year 8,In-Person,Late,Late,Late,,Late
placeholder,carolineholden@gmail.com,Caroline,Holden,Year 7,In-Person,Late,Late,EarlyLate,,Late
placeholder,elisehinton@gmail.com,Elise,Hinton,Year 8,In-Person,Early,Late,,,
placeholder,giovanirussell@gmail.com,Giovani,Russell,Year 8,In-Person,EarlyLate,Early,Late,Late,EarlyLate
placeholder,jocelynmcbride@gmail.com,Jocelyn,Mcbride,Year 8,In-Person,Late,Late,EarlyLate,Early,
placeholder,alexiasullivan@gmail.com,Alexia,Sullivan,Year 6,In-Person,Late,Late,EarlyLate,Early,Late
placeholder,camillabloggs@gmail.com,Camilla,Bloggs,Year 7,In-Person,Late,,,Early,Early
placeholder,gretaparker@gmail.com,Greta,Parker,Year 8,Online,,Late,Early,Early,
placeholder,quinnmaddox@gmail.com,Quinn,Maddox,Year 7,In-Person,Late,Late,Early,Late,
placeholder,lilliananewton@gmail.com,Lilliana,Newton,Year 7,In-Person,Late,,Early,Early,Early
placeholder,rubenschroeder@gmail.com,Ruben,Schroeder,Year 5,In-Person,,Late,,,EarlyLate
placeholder,melodylawrence@gmail.com,Melody,Lawrence,Year 8,In-Person,Late,,,Late,Early
placeholder,maximilianpatrick@gmail.com,Maximilian,Patrick,Year 8,In-Person,,Early,Late,Late,EarlyLate
placeholder,barrypowell@gmail.com,Barry,Powell,Year 8,In-Person,Early,Early,Late,,Late
placeholder,timcantrell@gmail.com,Tim,Cantrell,Year 8,In-Person,Late,Early,Late,Early,Late
placeholder,sloanekirk@gmail.com,Sloane,Kirk,Year 8,In-Person,Late,Early,,,Late
placeholder,deannacampos@gmail.com,Deanna,Campos,Year 8,Online,Late,Early,Early,Late,
placeholder,braylonmckay@gmail.com,Braylon,Mckay,Year 8,In-Person,,EarlyLate,Early,Late,
placeholder,belindafrancis@gmail.com,Belinda,Francis,Year 8,In-Person,Late,Early,,Late,EarlyLate
placeholder,alexandriarodriguez@gmail.com,Alexandria,Rodriguez,Year 6,Online,Late,,EarlyLate,EarlyLate,EarlyLate
placeholder,ifanhickman@gmail.com,Ifan,Hickman,Year 8,In-Person,Late,,,,Late
placeholder,dillanmason@gmail.com,Dillan,Mason,Year 8,In-Person,Early,Early,,Late,Late
placeholder,denzelestes@gmail.com,Denzel,Estes,Year 6,Online,EarlyLate,Late,,Early,EarlyLate
placeholder,meganbuck@gmail.com,Megan,Buck,Year 8,In-Person,Late,Early,,,Late
placeholder,siobhanalexander@gmail.com,Siobhan,Alexander,Year 8,In-Person,Early,EarlyLate,Late,,Late
placeholder,aubreyfarley@gmail.com,Aubrey,Farley,Year 8,In-Person,Early,Late,EarlyLate,EarlyLate,Early
placeholder,karterhall@gmail.com,Karter,Hall,Year 8,In-Person,Early,Early,EarlyLate,,Late
placeholder,fatimakaiser@gmail.com,Fatima,Kaiser,Year 6,In-Person,,EarlyLate,Late,,
placeholder,umarwang@gmail.com,Umar,Wang,Year 8,In-Person,Early,Late,Late,Early,Late
placeholder,jaslynhaley@gmail.com,Jaslyn,Haley,Year 5,In-Person,,Late,EarlyLate,Early,Late
placeholder,ramonchavez@gmail.com,Ramon,Chavez,Year 8,In-Person,Early,Early,EarlyLate,,Late
placeholder,darrylduran@gmail.com,Darryl,Duran,Year 6,In-Person,,Late,Early,,Early
placeholder,genevievemclean@gmail.com,Genevieve,Mclean,Year 8,In-Person,,,,Early,EarlyLate
placeholder,leviclark@gmail.com,Levi,Clark,Year 8,In-Person,Late,,Late,,
placeholder,constancevaldez@gmail.com,Constance,Valdez,Year 6,In-Person,Early,Early,Early,EarlyLate,Early
placeholder,adalynnmccoy@gmail.com,Adalynn,Mccoy,Year 8,In-Person,,,Early,Early,Late
placeholder,mildredbarlow@gmail.com,Mildred,Barlow,Year 6,Online,Early,EarlyLate,Early,Early,Late
placeholder,finnmayer@gmail.com,Finn,Mayer,Year 8,In-Person,Early,Late,,EarlyLate,
placeholder,gagedavenport@gmail.com,Gage,Davenport,Year 8,In-Person,EarlyLate,Late,,EarlyLate,Early
placeholder,sophiaguerrero@gmail.com,Sophia,Guerrero,Year 8,In-Person,,EarlyLate,EarlyLate,Early,
placeholder,rebekahdonovan@gmail.com,Rebekah,Donovan,Year 7,In-Person,,Late,EarlyLate,Early,Early
placeholder,bilalsears@gmail.com,Bilal,Sears,Year 7,In-Person,Late,Early,Early,Early,Early
placeholder,kabirrivers@gmail.com,Kabir,Rivers,Year 7,In-Person,Late,Early,,EarlyLate,Late
placeholder,angelinasparks@gmail.com,Angelina,Sparks,Year 8,In-Person,Late,Late,Early,Early,
placeholder,landinkaiser@gmail.com,Landin,Kaiser,Year 7,Online,EarlyLate,,,Early,
placeholder,harveyrich@gmail.com,Harvey,Rich,Year 8,In-Person,Early,Early,EarlyLate,,EarlyLate
placeholder,jacquelinewarner@gmail.com,Jacqueline,Warner,Year 8,In-Person,Late,Early,Late,Early,
placeholder,harrisonali@gmail.com,Harrison,Ali,Year 8,In-Person,Early,EarlyLate,Early,Early,Late
placeholder,tristinmills@gmail.com,Tristin,Mills,Year 8,In-Person,Early,,EarlyLate,Early,EarlyLate
placeholder,kelsielucas@gmail.com,Kelsie,Lucas,Year 8,In-Person,Late,Late,,,Late
placeholder,janaewillis@gmail.com,Janae,Willis,Year 8,In-Person,,Early,Early,EarlyLate,Late
placeholder,gabrielachandler@gmail.com,Gabriela,Chandler,Year 8,In-Person,Early,EarlyLate,,Late,Early
placeholder,edgarnolan@gmail.com,Edgar,Nolan,Year 6,In-Person,Late,Late,,Early,
placeholder,raygill@gmail.com,Ray,Gill,Year 8,In-Person,Early,Late,Early,Early,Late
placeholder,maliyahterry@gmail.com,Maliyah,Terry,Year 8,In-Person,Early,,,,Late
placeholder,anniedonovan@gmail.com,Annie,Donovan,Year 7,In-Person,,EarlyLate,EarlyLate,Late,
placeholder,izabellaayala@gmail.com,Izabella,Ayala,Year 8,In-Person,,EarlyLate,Early,Late,Early
placeholder,kayleighslater@gmail.com,Kayleigh,Slater,Year 8,In-Person,Early,,Late,EarlyLate,Late
placeholder,heatherdorsey@gmail.com,Heather,Dorsey,Year 8,In-Person,Late,Late,,,Late
placeholder,jordynmassey@gmail.com,Jordyn,Massey,Year 8,In-Person,,Early,Late,EarlyLate,
placeholder,humbertoswanson@gmail.com,Humberto,Swanson,Year 8,In-Person,EarlyLate,Late,Late,EarlyLate,EarlyLate
